Time	UTC	GPS_lat(deg)	GPS_long(deg)	CBF:psi_ref	CBF:omega_safe
290.942	14:22:1.196	37.196136854	-3.620316751	3.793816,7.653915	0.
291.192	14:22:1.446	37.196133955	-3.620320242	3.793816,7.653915	0.
291.442	14:22:1.696	37.196131622	-3.620323865	3.793816,7.653915	0.
291.692	14:22:1.946	37.196131622	-3.620323865	3.793816,7.653915	0.
291.942	14:22:2.196	37.196128794	-3.620330757	3.793816,7.653915	0.
292.192	14:22:2.446	37.196126814	-3.620333143	1.683694,3.584409	0.
292.442	14:22:2.696	37.196126814	-3.620333143	1.683694,3.584409	0.
292.692	14:22:2.946	37.196121758	-3.620337870	1.683694,3.584409	0.
292.942	14:22:3.196	37.196121758	-3.620337870	1.683694,3.584409	0.
293.192	14:22:3.446	37.196117657	-3.620342730	2.748689,1.620836	0.
293.442	14:22:3.696	37.196115501	-3.620345249	2.748689,1.620836	0.
293.692	14:22:3.946	37.196113061	-3.620347723	2.748689,1.620836	0.
293.942	14:22:4.196	37.196109879	-3.620350772	2.748689,1.620836	0.
294.192	14:22:4.446	37.196109879	-3.620350772	9.579359,-0.829352	0.679857
294.442	14:22:4.696	37.196104011	-3.620357885	9.579359,-0.829352	0.679857
294.692	14:22:4.946	37.196104011	-3.620357885	9.579359,-0.829352	0.679857
294.942	14:22:5.196	37.196104011	-3.620357885	9.579359,-0.829352	0.679857
295.192	14:22:5.446	37.196098672	-3.620369197	6.096752,0.	0.
295.442	14:22:5.696	37.196097752	-3.620373041	6.096752,0.	0.
295.692	14:22:5.946	37.196097752	-3.620373041	6.096752,0.	0.
295.942	14:22:6.196	37.196096939	-3.620381083	6.096752,0.	0.
296.192	14:22:6.446	37.196097115	-3.620384132	3.45518,8.688226	0.
296.442	14:22:6.696	37.196097221	-3.620387667	3.45518,8.688226	0.
296.692	14:22:6.946	37.196097221	-3.620387667	3.45518,8.688226	0.
296.942	14:22:7.196	37.196097221	-3.620387667	3.45518,8.688226	0.
297.192	14:22:7.446	37.196096584	-3.620400084	3.45518,8.688226	0.
297.442	14:22:7.696	37.196097114	-3.620404415	3.45518,8.688226	0.
297.692	14:22:7.946	37.196097750	-3.620408480	3.45518,8.688226	0.
297.942	14:22:8.196	37.196098315	-3.620412766	3.45518,8.688226	0.
298.192	14:22:8.446	37.196098916	-3.620416832	9.7085,16.306137	0.
298.442	14:22:8.696	37.196099658	-3.620420676	9.7085,16.306137	0.
298.692	14:22:8.946	37.196100471	-3.620424742	9.7085,16.306137	0.
298.942	14:22:9.196	37.196100471	-3.620424742	9.7085,16.306137	0.
299.192	14:22:9.446	37.196102556	-3.620432696	9.7085,16.306137	0.
299.442	14:22:9.696	37.196103545	-3.620436850	9.7085,16.306137	0.
299.692	14:22:9.946	37.196104818	-3.620441181	9.7085,16.306137	0.
299.942	14:22:10.196	37.196106161	-3.620445335	9.7085,16.306137	0.
300.192	14:22:10.446	37.196107433	-3.620449312	10.409445,30.688463	0.
300.442	14:22:10.696	37.196108883	-3.620452936	10.409445,30.688463	0.
300.692	14:22:10.946	37.196108883	-3.620452936	10.409445,30.688463	0.
300.942	14:22:11.196	37.196108883	-3.620452936	10.409445,30.688463	0.
301.192	14:22:11.446	37.196113124	-3.620465221	15.516493,34.503571	0.
301.442	14:22:11.696	37.196114856	-3.620469287	15.516493,34.503571	0.
301.692	14:22:11.946	37.196116306	-3.620473574	15.516493,34.503571	0.
301.942	14:22:12.196	37.196116306	-3.620473574	15.516493,34.503571	0.
302.192	14:22:12.446	37.196119381	-3.620483208	22.877846,53.46397	0.
302.442	14:22:12.696	37.196120654	-3.620488069	22.877846,53.46397	0.
302.692	14:22:12.946	37.196121926	-3.620492842	22.877846,53.46397	0.
302.942	14:22:13.196	37.196121926	-3.620492842	22.877846,53.46397	0.
303.192	14:22:13.446	37.196121926	-3.620492842	22.877846,53.46397	0.
303.442	14:22:13.696	37.196121926	-3.620492842	22.877846,53.46397	0.
303.692	14:22:13.946	37.196121926	-3.620492842	22.877846,53.46397	0.
303.942	14:22:14.196	37.196129597	-3.620511272	22.877846,53.46397	0.
304.192	14:22:14.446	37.196129597	-3.620511272	15.863202,21.910496	0.
304.442	14:22:14.696	37.196129597	-3.620511272	15.863202,21.910496	0.
304.692	14:22:14.946	37.196129597	-3.620511272	15.863202,21.910496	0.
304.942	14:22:15.196	37.196137374	-3.620523382	15.863202,21.910496	0.
305.192	14:22:15.446	37.196140097	-3.620526299	20.270472,26.433477	0.
305.442	14:22:15.696	37.196140097	-3.620526299	20.270472,26.433477	0.
305.692	14:22:15.946	37.196145895	-3.620531868	20.270472,26.433477	0.
305.942	14:22:16.196	37.196145895	-3.620531868	20.270472,26.433477	0.
306.192	14:22:16.446	37.196145895	-3.620531868	17.792767,40.651234	0.
306.442	14:22:16.696	37.196145895	-3.620531868	17.792767,40.651234	0.
306.692	14:22:16.946	37.196156854	-3.620540443	17.792767,40.651234	0.
306.942	14:22:17.196	37.196156854	-3.620540443	17.792767,40.651234	0.
307.192	14:22:17.446	37.196161663	-3.620543493	17.792767,40.651234	0.
307.442	14:22:17.696	37.196161663	-3.620543493	17.792767,40.651234	0.
307.692	14:22:17.946	37.196161663	-3.620543493	17.792767,40.651234	0.
307.942	14:22:18.196	37.196161663	-3.620543493	17.792767,40.651234	0.
308.192	14:22:18.446	37.196161663	-3.620543493	17.792767,40.651234	0.
308.442	14:22:18.696	37.196179305	-3.620550300	17.792767,40.651234	0.
308.692	14:22:18.946	37.196179305	-3.620550300	17.792767,40.651234	0.
308.942	14:22:19.196	37.196179305	-3.620550300	17.792767,40.651234	0.
309.192	14:22:19.446	37.196190690	-3.620551539	19.844093,80.03672	0.
309.442	14:22:19.696	37.196194509	-3.620551185	19.844093,80.03672	0.
309.692	14:22:19.946	37.196197726	-3.620550434	19.844093,80.03672	0.
309.942	14:22:20.196	37.196197726	-3.620550434	19.844093,80.03672	0.
310.192	14:22:20.446	37.196197726	-3.620550434	8.40424,104.934608	0.
310.442	14:22:20.696	37.196197726	-3.620550434	8.40424,104.934608	0.
310.692	14:22:20.946	37.196197726	-3.620550434	8.40424,104.934608	0.
310.942	14:22:21.196	37.196197726	-3.620550434	8.40424,104.934608	0.
311.192	14:22:21.446	37.196213567	-3.620535806	8.40424,104.934608	0.
311.442	14:22:21.696	37.196213567	-3.620535806	8.40424,104.934608	0.
311.692	14:22:21.946	37.196213567	-3.620535806	8.40424,104.934608	0.
311.942	14:22:22.196	37.196217633	-3.620525862	8.40424,104.934608	0.
312.192	14:22:22.446	37.196219259	-3.620521796	1.667625,111.577393	0.
312.442	14:22:22.696	37.196219259	-3.620521796	1.667625,111.577393	0.
312.692	14:22:22.946	37.196221805	-3.620513753	1.667625,111.577393	0.
312.942	14:22:23.196	37.196222619	-3.620509465	1.667625,111.577393	0.
313.192	14:22:23.446	37.196224422	-3.620504604	1.667625,111.577393	0.
313.442	14:22:23.696	37.196225165	-3.620499388	1.667625,111.577393	0.
313.692	14:22:23.946	37.196224882	-3.620494615	1.667625,111.577393	0.
313.942	14:22:24.196	37.196224882	-3.620494615	1.667625,111.577393	0.
314.192	14:22:24.446	37.196224882	-3.620494615	1.101607,16.680222	0.
314.442	14:22:24.696	37.196223326	-3.620479013	1.101607,16.680222	0.
314.692	14:22:24.946	37.196223326	-3.620479013	1.101607,16.680222	0.
314.942	14:22:25.196	37.196223326	-3.620479013	1.101607,16.680222	0.
315.192	14:22:25.446	37.196220639	-3.620465443	1.101607,16.680222	0.
315.442	14:22:25.696	37.196219260	-3.620461023	1.101607,16.680222	0.
315.692	14:22:25.946	37.196219260	-3.620461023	1.101607,16.680222	0.
315.942	14:22:26.196	37.196216113	-3.620454040	1.101607,16.680222	0.
316.192	14:22:26.446	37.196214558	-3.620451123	0.275914,19.374008	0.
316.442	14:22:26.696	37.196212754	-3.620447365	0.275914,19.374008	0.
316.692	14:22:26.946	37.196212754	-3.620447365	0.275914,19.374008	0.
316.942	14:22:27.196	37.196209678	-3.620439674	0.275914,19.374008	0.
317.192	14:22:27.446	37.196207698	-3.620435829	0.542826,26.986366	0.
317.442	14:22:27.696	37.196205223	-3.620431983	0.542826,26.986366	0.
317.692	14:22:27.946	37.196202783	-3.620428138	0.542826,26.986366	0.
317.942	14:22:28.196	37.196202783	-3.620428138	0.542826,26.986366	0.
318.192	14:22:28.446	37.196202783	-3.620428138	0.683753,42.334866	0.
318.442	14:22:28.696	37.196202783	-3.620428138	0.683753,42.334866	0.
318.692	14:22:28.946	37.196202783	-3.620428138	0.683753,42.334866	0.
318.942	14:22:29.196	37.196202783	-3.620428138	0.683753,42.334866	0.
319.192	14:22:29.446	37.196202783	-3.620428138	0.683753,42.334866	0.
319.442	14:22:29.696	37.196202783	-3.620428138	0.683753,42.334866	0.
319.692	14:22:29.946	37.196202783	-3.620428138	0.683753,42.334866	0.
319.942	14:22:30.196	37.196202783	-3.620428138	0.683753,42.334866	0.
320.192	14:22:30.446	37.196180823	-3.620396001	0.683753,42.334866	0.
320.442	14:22:30.696	37.196176120	-3.620388973	0.683753,42.334866	0.
320.692	14:22:30.946	37.196176120	-3.620388973	0.683753,42.334866	0.
320.942	14:22:31.196	37.196173149	-3.620385701	0.683753,42.334866	0.
321.192	14:22:31.446	37.196170073	-3.620382651	-1.13254,72.642464	0.849156
321.442	14:22:31.696	37.196170073	-3.620382651	-1.13254,72.642464	0.849156
321.692	14:22:31.946	37.196170073	-3.620382651	-1.13254,72.642464	0.849156
321.942	14:22:32.196	37.196170073	-3.620382651	-1.13254,72.642464	0.849156
322.192	14:22:32.446	37.196159747	-3.620368372	-1.13254,72.642464	0.849156
322.442	14:22:32.696	37.196157483	-3.620364438	-1.13254,72.642464	0.849156
322.692	14:22:32.946	37.196155574	-3.620360592	-1.13254,72.642464	0.849156
322.942	14:22:33.196	37.196154230	-3.620356746	-1.13254,72.642464	0.849156
323.192	14:22:33.446	37.196153027	-3.620352900	-1.13254,72.642464	0.849156
323.442	14:22:33.696	37.196151577	-3.620348567	-1.13254,72.642464	0.849156
323.692	14:22:33.946	37.196151577	-3.620348567	-1.13254,72.642464	0.849156
323.942	14:22:34.196	37.196146803	-3.620341803	-1.13254,72.642464	0.849156
324.192	14:22:34.446	37.196143726	-3.620339858	-0.177095,15.066939	0.079584
324.442	14:22:34.696	37.196140720	-3.620339415	-0.177095,15.066939	0.079584
324.692	14:22:34.946	37.196140720	-3.620339415	-0.177095,15.066939	0.079584
324.942	14:22:35.196	37.196135097	-3.620339326	-0.177095,15.066939	0.079584
325.192	14:22:35.446	37.196135097	-3.620339326	5.062776,5.796183	0.
325.442	14:22:35.696	37.196128059	-3.620340077	5.062776,5.796183	0.
325.692	14:22:35.946	37.196124805	-3.620341138	5.062776,5.796183	0.
325.942	14:22:36.196	37.196120985	-3.620342685	5.062776,5.796183	0.
326.192	14:22:36.446	37.196117378	-3.620345204	6.162717,-1.500578	0.
326.442	14:22:36.696	37.196114195	-3.620348254	6.162717,-1.500578	0.
326.692	14:22:36.946	37.196114195	-3.620348254	6.162717,-1.500578	0.
326.942	14:22:37.196	37.196109951	-3.620354354	6.162717,-1.500578	0.
327.192	14:22:37.446	37.196108854	-3.620357846	3.268756,-3.513347	0.
327.442	14:22:37.696	37.196108854	-3.620357846	3.268756,-3.513347	0.
327.692	14:22:37.946	37.196106590	-3.620366465	3.268756,-3.513347	0.
327.942	14:22:38.196	37.196105423	-3.620370974	3.268756,-3.513347	0.
328.192	14:22:38.446	37.196105423	-3.620370974	3.268756,-3.513347	0.
328.442	14:22:38.696	37.196105423	-3.620370974	3.268756,-3.513347	0.
328.692	14:22:38.946	37.196105423	-3.620370974	3.268756,-3.513347	0.
328.942	14:22:39.196	37.196100258	-3.620388302	3.268756,-3.513347	0.
329.192	14:22:39.446	37.196099904	-3.620392944	3.268756,-3.513347	0.
329.442	14:22:39.696	37.196099338	-3.620397453	3.268756,-3.513347	0.
329.692	14:22:39.946	37.196098878	-3.620402316	3.268756,-3.513347	0.
329.942	14:22:40.196	37.196098878	-3.620402316	3.268756,-3.513347	0.
330.192	14:22:40.446	37.196099161	-3.620411069	7.809937,8.571604	0.
330.442	14:22:40.696	37.196099974	-3.620415003	7.809937,8.571604	0.
330.692	14:22:40.946	37.196100610	-3.620418982	7.809937,8.571604	0.
330.942	14:22:41.196	37.196100610	-3.620418982	7.809937,8.571604	0.
331.192	14:22:41.446	37.196100610	-3.620418982	9.021215,18.352734	0.
331.442	14:22:41.696	37.196100610	-3.620418982	9.021215,18.352734	0.
331.692	14:22:41.946	37.196104145	-3.620436621	9.021215,18.352734	0.
331.942	14:22:42.196	37.196104145	-3.620436621	9.021215,18.352734	0.
332.192	14:22:42.446	37.196105666	-3.620445551	9.021215,18.352734	0.
332.442	14:22:42.696	37.196105666	-3.620445551	9.021215,18.352734	0.
332.692	14:22:42.946	37.196105666	-3.620445551	9.021215,18.352734	0.
332.942	14:22:43.196	37.196108671	-3.620458990	9.021215,18.352734	0.
333.192	14:22:43.446	37.196108671	-3.620458990	15.494641,25.679043	0.
333.442	14:22:43.696	37.196111854	-3.620467479	15.494641,25.679043	0.
333.692	14:22:43.946	37.196111854	-3.620467479	15.494641,25.679043	0.
333.942	14:22:44.196	37.196111854	-3.620467479	15.494641,25.679043	0.
334.192	14:22:44.446	37.196117547	-3.620480388	19.491121,-7.457664	0.
334.442	14:22:44.696	37.196119457	-3.620484809	19.491121,-7.457664	0.
334.692	14:22:44.946	37.196121083	-3.620489230	19.491121,-7.457664	0.
334.942	14:22:45.196	37.196121083	-3.620489230	19.491121,-7.457664	0.
335.192	14:22:45.446	37.196124054	-3.620496791	17.412693,-18.836786	0.
335.442	14:22:45.696	37.196124054	-3.620496791	17.412693,-18.836786	0.
335.692	14:22:45.946	37.196127307	-3.620504041	17.412693,-18.836786	0.
335.942	14:22:46.196	37.196128404	-3.620508551	17.412693,-18.836786	0.
336.192	14:22:46.446	37.196129040	-3.620513193	25.281479,-8.439956	0.
336.442	14:22:46.696	37.196130490	-3.620516731	25.281479,-8.439956	0.
336.692	14:22:46.946	37.196130490	-3.620516731	25.281479,-8.439956	0.
336.942	14:22:47.196	37.196132010	-3.620519870	25.281479,-8.439956	0.
337.192	14:22:47.446	37.196132010	-3.620519870	25.281479,-8.439956	0.
337.442	14:22:47.696	37.196132010	-3.620519870	25.281479,-8.439956	0.
337.692	14:22:47.946	37.196132010	-3.620519870	25.281479,-8.439956	0.
337.942	14:22:48.196	37.196144778	-3.620532913	25.281479,-8.439956	0.
338.192	14:22:48.446	37.196144778	-3.620532913	25.281479,-8.439956	0.
338.442	14:22:48.696	37.196149942	-3.620536849	25.281479,-8.439956	0.
338.692	14:22:48.946	37.196149942	-3.620536849	25.281479,-8.439956	0.
338.942	14:22:49.196	37.196153125	-3.620538131	25.281479,-8.439956	0.
339.192	14:22:49.446	37.196159173	-3.620541403	24.02066,-2.428379	0.
339.442	14:22:49.696	37.196166353	-3.620543791	24.02066,-2.428379	0.
339.692	14:22:49.946	37.196166353	-3.620543792	24.02066,-2.428379	0.
339.942	14:22:50.196	37.196166353	-3.620543792	24.02066,-2.428379	0.
340.192	14:22:50.446	37.196172861	-3.620545561	24.02066,-2.428379	0.
340.442	14:22:50.696	37.196172861	-3.620545561	24.02066,-2.428379	0.
340.692	14:22:50.946	37.196179475	-3.620546932	24.02066,-2.428379	0.
340.942	14:22:51.196	37.196179475	-3.620546932	24.02066,-2.428379	0.
341.192	14:22:51.446	37.196186549	-3.620546844	18.70998,0.941694	0.
341.442	14:22:51.696	37.196186549	-3.620546844	18.70998,0.941694	0.
341.692	14:22:51.946	37.196186549	-3.620546844	18.70998,0.941694	0.
341.942	14:22:52.196	37.196186549	-3.620546844	18.70998,0.941694	0.
342.192	14:22:52.446	37.196186549	-3.620546844	9.399838,4.988472	0.
342.442	14:22:52.696	37.196186549	-3.620546844	9.399838,4.988472	0.
342.692	14:22:52.946	37.196186549	-3.620546844	9.399838,4.988472	0.
342.942	14:22:53.196	37.196186549	-3.620546844	9.399838,4.988472	0.
343.192	14:22:53.446	37.196213113	-3.620531680	9.399838,4.988472	0.
343.442	14:22:53.696	37.196215023	-3.620528364	9.399838,4.988472	0.
343.692	14:22:53.946	37.196215023	-3.620528364	9.399838,4.988472	0.
343.942	14:22:54.196	37.196215023	-3.620528364	9.399838,4.988472	0.
344.192	14:22:54.446	37.196219657	-3.620515940	1.542176,1.196282	0.
344.442	14:22:54.696	37.196220719	-3.620511077	1.542176,1.196282	0.
344.692	14:22:54.946	37.196220719	-3.620511077	1.542176,1.196282	0.
344.942	14:22:55.196	37.196222275	-3.620502234	1.542176,1.196282	0.
345.192	14:22:55.446	37.196222275	-3.620502234	0.679015,-6.036397	0.
345.442	14:22:55.696	37.196222275	-3.620502234	0.679015,-6.036397	0.
345.692	14:22:55.946	37.196222275	-3.620502234	0.679015,-6.036397	0.
345.942	14:22:56.196	37.196224362	-3.620488660	0.679015,-6.036397	0.
346.192	14:22:56.446	37.196223337	-3.620480833	0.679015,-6.036397	0.
346.442	14:22:56.696	37.196223337	-3.620480834	0.679015,-6.036397	0.
346.692	14:22:56.946	37.196223337	-3.620480834	0.679015,-6.036397	0.
346.942	14:22:57.196	37.196223337	-3.620480834	0.679015,-6.036397	0.
347.192	14:22:57.446	37.196216368	-3.620465888	0.679015,-6.036397	0.
347.442	14:22:57.696	37.196216368	-3.620465888	0.679015,-6.036397	0.
347.692	14:22:57.946	37.196214494	-3.620462970	0.679015,-6.036397	0.
347.942	14:22:58.196	37.196214494	-3.620462970	0.679015,-6.036397	0.
348.192	14:22:58.446	37.196214494	-3.620462970	0.679015,-6.036397	0.
348.442	14:22:58.696	37.196214494	-3.620462970	0.679015,-6.036397	0.
348.692	14:22:58.946	37.196207136	-3.620448157	0.679015,-6.036397	0.
348.942	14:22:59.196	37.196205332	-3.620445238	0.679015,-6.036397	0.
349.192	14:22:59.446	37.196203528	-3.620441833	0.679015,-6.036397	0.
349.442	14:22:59.696	37.196203528	-3.620441833	0.679015,-6.036397	0.
349.692	14:22:59.946	37.196199814	-3.620433122	0.679015,-6.036397	0.
349.942	14:23:0.196	37.196199814	-3.620433122	0.679015,-6.036397	0.
350.192	14:23:0.446	37.196195604	-3.620425649	0.370713,1.472329	0.
350.442	14:23:0.696	37.196193411	-3.620422686	0.370713,1.472329	0.
350.692	14:23:0.946	37.196193411	-3.620422686	0.370713,1.472329	0.
350.942	14:23:1.196	37.196193411	-3.620422686	0.370713,1.472329	0.
351.192	14:23:1.446	37.196187149	-3.620411366	0.135402,1.215791	0.
351.442	14:23:1.696	37.196184708	-3.620407518	0.135402,1.215791	0.
351.692	14:23:1.946	37.196182267	-3.620403671	0.135402,1.215791	0.
351.942	14:23:2.196	37.196179932	-3.620400752	0.135402,1.215791	0.
352.192	14:23:2.446	37.196179932	-3.620400752	0.135402,1.215791	0.
352.442	14:23:2.696	37.196175298	-3.620394871	0.135402,1.215791	0.
352.692	14:23:2.946	37.196173140	-3.620390979	0.135402,1.215791	0.
352.942	14:23:3.196	37.196173140	-3.620390979	-1.205419,6.906299	0.39422
353.192	14:23:3.446	37.196168612	-3.620383196	-1.205419,6.906299	0.39422
353.442	14:23:3.696	37.196165711	-3.620379348	-1.205419,6.906299	0.39422
353.692	14:23:3.946	37.196162987	-3.620375722	-1.205419,6.906299	0.39422
353.942	14:23:4.196	37.196160793	-3.620371875	-2.958345,10.165539	1.018527
354.192	14:23:4.446	37.196159095	-3.620367585	-2.958345,10.165539	1.018527
354.442	14:23:4.696	37.196157468	-3.620363737	-2.958345,10.165539	1.018527
354.692	14:23:4.946	37.196157468	-3.620363737	-2.958345,10.165539	1.018527
354.942	14:23:5.196	37.196157468	-3.620363737	-2.958345,10.165539	1.018527
355.192	14:23:5.446	37.196157468	-3.620363737	-2.958345,10.165539	1.018527
355.442	14:23:5.696	37.196149295	-3.620353875	-2.958345,10.165539	1.018527
355.692	14:23:5.946	37.196145863	-3.620352946	-2.958345,10.165539	1.018527
355.942	14:23:6.196	37.196142148	-3.620352503	-2.958345,10.165539	1.018527
356.192	14:23:6.446	37.196138434	-3.620352149	-2.958345,10.165539	1.018527
356.442	14:23:6.696	37.196134896	-3.620352414	-2.958345,10.165539	1.018527
356.692	14:23:6.946	37.196132631	-3.620350689	-2.958345,10.165539	1.018527
356.942	14:23:7.196	37.196130933	-3.620348654	0.,31.153137	0.
357.192	14:23:7.446	37.196127855	-3.620346399	0.,31.153137	0.
357.442	14:23:7.696	37.196127855	-3.620346399	0.,31.153137	0.
357.692	14:23:7.946	37.196126758	-3.620345690	0.,31.153137	0.
357.942	14:23:8.196	37.196126758	-3.620345690	0.523686,31.957825	0.
358.192	14:23:8.446	37.196126828	-3.620345955	0.523686,31.957825	0.
358.442	14:23:8.696	37.196126757	-3.620346264	0.523686,31.957825	0.
358.692	14:23:8.946	37.196126757	-3.620346264	0.523686,31.957825	0.
358.942	14:23:9.196	37.196126757	-3.620346264	0.523686,31.957825	0.
359.192	14:23:9.446	37.196126757	-3.620346264	0.523686,31.957825	0.
359.442	14:23:9.696	37.196126757	-3.620346264	0.523686,31.957825	0.
359.692	14:23:9.946	37.196126757	-3.620346264	0.523686,31.957825	0.
359.942	14:23:10.196	37.196126757	-3.620346264	0.523686,31.957825	0.
360.192	14:23:10.446	37.196126755	-3.620347412	0.523686,31.957825	0.
360.442	14:23:10.696	37.196126755	-3.620347411	0.523686,31.957825	0.
360.692	14:23:10.946	37.196126755	-3.620347499	0.523686,31.957825	0.
360.942	14:23:11.196	37.196126649	-3.620347499	-0.039007,43.612549	0.
361.192	14:23:11.446	37.196126649	-3.620347499	-0.039007,43.612549	0.
361.442	14:23:11.696	37.196126649	-3.620347499	-0.039007,43.612549	0.
361.692	14:23:11.946	37.196126294	-3.620348073	-0.039007,43.612549	0.
361.942	14:23:12.196	37.196126294	-3.620348072	0.027653,63.854237	0.
362.192	14:23:12.446	37.196126400	-3.620348205	0.027653,63.854237	0.
362.442	14:23:12.696	37.196126293	-3.620348426	0.027653,63.854237	0.
362.692	14:23:12.946	37.196126222	-3.620348514	0.027653,63.854237	0.
362.942	14:23:13.196	37.196125939	-3.620348867	0.113031,50.774624	0.
363.192	14:23:13.446	37.196125833	-3.620349000	0.113031,50.774624	0.
363.442	14:23:13.696	37.196125762	-3.620349220	0.113031,50.774624	0.
363.692	14:23:13.946	37.196125762	-3.620349220	0.113031,50.774624	0.
363.942	14:23:14.196	37.196125762	-3.620349220	0.113031,50.774624	0.
364.192	14:23:14.446	37.196125655	-3.620350015	0.113031,50.774624	0.
364.442	14:23:14.696	37.196125407	-3.620350103	0.113031,50.774624	0.
364.692	14:23:14.946	37.196125195	-3.620350236	0.113031,50.774624	0.
364.942	14:23:15.196	37.196124947	-3.620350324	0.111339,44.75639	0.
365.192	14:23:15.446	37.196124770	-3.620350456	0.111339,44.75639	0.
365.442	14:23:15.696	37.196124486	-3.620350589	0.111339,44.75639	0.
365.692	14:23:15.946	37.196124486	-3.620350589	0.111339,44.75639	0.
365.942	14:23:16.196	37.196123955	-3.620351030	0.105104,44.931782	0.
366.192	14:23:16.446	37.196123743	-3.620351118	0.105104,44.931782	0.
366.442	14:23:16.696	37.196123742	-3.620351030	0.105104,44.931782	0.
366.692	14:23:16.946	37.196123671	-3.620351029	0.105104,44.931782	0.
366.942	14:23:17.196	37.196123565	-3.620351117	0.105104,44.931782	0.
367.192	14:23:17.446	37.196123494	-3.620351117	0.105104,44.931782	0.
367.442	14:23:17.696	37.196123317	-3.620351117	0.105104,44.931782	0.
367.692	14:23:17.946	37.196123317	-3.620351249	0.105104,44.931782	0.
367.942	14:23:18.196	37.196123317	-3.620351249	0.105104,44.931782	0.
368.192	14:23:18.446	37.196123033	-3.620351602	0.105104,44.931782	0.
368.442	14:23:18.696	37.196122927	-3.620351690	0.105104,44.931782	0.
368.692	14:23:18.946	37.196122749	-3.620351911	0.105104,44.931782	0.
368.942	14:23:19.196	37.196122678	-3.620352132	0.105104,44.931782	0.
369.192	14:23:19.446	37.196122395	-3.620352132	0.105104,44.931782	0.
369.442	14:23:19.696	37.196122395	-3.620352132	0.105104,44.931782	0.
369.692	14:23:19.946	37.196122218	-3.620352485	0.105104,44.931782	0.
369.942	14:23:20.196	37.196122111	-3.620352617	0.053235,44.931782	0.
370.192	14:23:20.446	37.196122040	-3.620352705	0.053235,44.931782	0.
370.442	14:23:20.696	37.196122111	-3.620352838	0.053235,44.931782	0.
370.692	14:23:20.946	37.196122111	-3.620352838	0.053235,44.931782	0.
370.942	14:23:21.196	37.196121863	-3.620353146	0.249395,44.931782	0.
371.192	14:23:21.446	37.196121756	-3.620353412	0.249395,44.931782	0.
371.442	14:23:21.696	37.196121756	-3.620353632	0.249395,44.931782	0.
371.692	14:23:21.946	37.196121579	-3.620353720	0.249395,44.931782	0.
371.942	14:23:22.196	37.196121579	-3.620353720	0.249395,44.931782	0.
372.192	14:23:22.446	37.196120942	-3.620355312	0.249395,44.931782	0.
372.442	14:23:22.696	37.196120658	-3.620355533	0.249395,44.931782	0.
372.692	14:23:22.946	37.196120481	-3.620355887	0.249395,44.931782	0.
372.942	14:23:23.196	37.196120410	-3.620356461	0.154796,44.931782	0.
373.192	14:23:23.446	37.196120410	-3.620357124	0.154796,44.931782	0.
373.442	14:23:23.696	37.196120587	-3.620357699	0.154796,44.931782	0.
373.692	14:23:23.946	37.196120763	-3.620357787	0.154796,44.931782	0.
373.942	14:23:24.196	37.196120657	-3.620358273	0.154796,44.931782	0.
374.192	14:23:24.446	37.196120657	-3.620358362	0.154796,44.931782	0.
374.442	14:23:24.696	37.196120656	-3.620358494	0.154796,44.931782	0.
374.692	14:23:24.946	37.196120656	-3.620358494	0.154796,44.931782	0.
374.942	14:23:25.196	37.196120585	-3.620358803	0.154796,44.931782	0.
375.192	14:23:25.446	37.196120479	-3.620358935	0.154796,44.931782	0.
375.442	14:23:25.696	37.196120478	-3.620358935	0.154796,44.931782	0.
375.692	14:23:25.946	37.196120478	-3.620358935	0.154796,44.931782	0.
375.942	14:23:26.196	37.196120478	-3.620358935	-0.005117,44.931782	0.651427
376.192	14:23:26.446	37.196120478	-3.620358713	-0.005117,44.931782	0.651427
376.442	14:23:26.696	37.196120407	-3.620358713	-0.005117,44.931782	0.651427
376.692	14:23:26.946	37.196120300	-3.620358801	-0.005117,44.931782	0.651427
376.942	14:23:27.196	37.196120229	-3.620358933	-0.005117,44.931782	0.651427
377.192	14:23:27.446	37.196120229	-3.620358933	-0.005117,44.931782	0.651427
377.442	14:23:27.696	37.196120406	-3.620359065	-0.005117,44.931782	0.651427
377.692	14:23:27.946	37.196120476	-3.620359065	-0.005117,44.931782	0.651427
377.942	14:23:28.196	37.196120476	-3.620359153	0.101344,44.931782	0.
378.192	14:23:28.446	37.196120582	-3.620358932	0.101344,44.931782	0.
378.442	14:23:28.696	37.196120652	-3.620358931	0.101344,44.931782	0.
378.692	14:23:28.946	37.196120652	-3.620358931	0.101344,44.931782	0.
378.942	14:23:29.196	37.196120652	-3.620359284	0.089371,44.931782	0.
379.192	14:23:29.446	37.196120864	-3.620359505	0.089371,44.931782	0.
379.442	14:23:29.696	37.196120935	-3.620359594	0.089371,44.931782	0.
379.692	14:23:29.946	37.196120934	-3.620359062	0.089371,44.931782	0.
379.942	14:23:30.196	37.196120934	-3.620359062	0.242173,44.931782	0.
380.192	14:23:30.446	37.196120757	-3.620359062	0.242173,44.931782	0.
380.442	14:23:30.696	37.196120297	-3.620359150	0.242173,44.931782	0.
380.692	14:23:30.946	37.196119659	-3.620359150	0.242173,44.931782	0.
380.942	14:23:31.196	37.196119588	-3.620359061	0.330651,44.931782	0.
381.192	14:23:31.446	37.196119836	-3.620358574	0.330651,44.931782	0.
